"pt2_part","pt2_desc1","pt2_desc2","pt2_um","pt2_prod_line","pt2_part_type","pt2_status","pt2_domain","pt2_bulk","pt2_blk_enduse","pt2_macost","pt2_rmcost","pt2_rdcost","pt2_ohcost","pt2_ovcost","pt2_sucost","pt2_lbcost","pt2__dec01","pt2_mfg_part","pt2_cst_mat","pt2_cst_ovh","pt2_cst_oth","pt2_created","pt2_updated","pt2_cst_tot","pt2_cst_VMM","pt2_sta","pt2_pr","pt2_lot_size","pt2_alt_um1","pt2_conv1","pt2_shelf","pt2_char#1","pt2_char#2","pt2_char#3","pt2_char#4","pt2_deci#1","pt2_deci#2","pt2_deci#3","pt2_deci#4","pt2_color_code"
"000000000005545289","INTERGARD 410 EMD704/A15L/KC","RAL7035 LIGHT GREY","EA","","SET","AS","KOR","","",2690,35486.69,0,101.54,6899.01,0,0,0,"EMD704/A15LT",70349,17098,0,?,26/06/10,88146,65114,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545290","INTERGARD 410 EME143/15L/KC","BUFF PART A","EA","","FINI","AS","KOR","","",1710,27264.47,0,67.84,65911.75,0,0,0,"EME143/15LT",48700,56970,0,?,26/06/10,106269,99560,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545291","INTERGARD 410 EME143/A15L/KC","BUFF","EA","","SET","AS","KOR","","",2690,34233.47,0,67.84,66480.88,0,0,0,"EME143/A15LT",56209,57907,0,?,26/05/07,114815,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545292","INTERGARD 410 EME229/15L/KC","RAL2000 YELL.ORANGE PT A","EA","","FINI","AS","KOR","","",1710,54400.36,0,22.88,65911.75,0,0,0,"EME229/15LT",86455,58170,0,?,26/06/10,145265,138582,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545293","INTERGARD 410 EME229/A15L/KC","RAL2000 YELL.ORANGE","EA","","SET","AS","KOR","","",2690,61369.35,0,22.88,66480.88,0,0,0,"EME229/A15LT",93990,59107,0,?,26/05/07,153837,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545294","INTERGARD 410 EME322/15L/KC","RAL6019 PASTEL GREEN PTA","EA","","FINI","AS","KOR","","",1710,37339.1,0,150.67,18905.34,0,0,0,"EME322/15LT",53637,47582,0,?,26/06/10,102695,96329,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545295","INTERGARD 410 EME322/A15L/KC","RAL6019 PASTEL GREEN","EA","","SET","AS","KOR","","",2690,44308.1,0,150.67,19474.47,0,0,0,"EME322/A15LT",61489,48519,0,?,26/05/07,111584,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545296","INTERGARD 410 EME992/15L/KC","OCEAN BLUE PART A","EA","","FINI","AS","KOR","","",1710,29269.94,0,24.28,12876.42,0,0,0,"EME992/15LT",48821,19852,0,?,26/06/10,69256,62007,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545297","INTERGARD 410 EME992/A15L/KC","OCEAN BLUE","EA","","SET","AS","KOR","","",2690,36238.94,0,24.28,13445.55,0,0,0,"EME992/A15LT",55790,20789,0,?,26/05/07,77262,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545298","INTERGARD 410 EMF321/15L/KC","LIGHT GREEN PART A","EA","","FINI","AS","KOR","","",1710,35213.24,0,102.83,65911.75,0,0,0,"EMF321/15LT",53184,59251,0,?,26/06/10,113058,106102,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545299","INTERGARD 410 EMF321/A15L/KC","LIGHT GREEN","EA","","SET","AS","KOR","","",2690,42182.24,0,102.83,66480.88,0,0,0,"EMF321/A15LT",60446,60188,0,?,26/05/07,121357,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545300","INTERGARD 410 EMF626/18L/J/KC","RAL6005 MOSS GREEN PT A","EA","","FINI","AS","KOR","","",1810,26268.2,0,23.1,82198.35,0,0,0,"EMF626/18LT/J",45273,66381,0,?,26/06/10,112239,105232,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545301","INTERGARD 410 EMF626/A18L/J/KC","RAL6005 MOSS GREEN","EA","","SET","AS","KOR","","",2660,33237.2,0,23.1,82767.48,0,0,0,"EMF626/A18LT/J",62165,67319,0,?,26/06/10,130169,120305,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545302","INTERGARD 410 EMF684/15L/KC","SURF GREY PART A","EA","","FINI","AS","KOR","","",1710,35410.9,0,63.71,9789.44,0,0,0,"EMF684/15LT",69265,17556,0,?,26/06/10,87468,82124,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545303","INTERGARD 410 EMF684/A15L/KC","SURF GREY","EA","","SET","AS","KOR","","",2690,42047.12,0,63.71,10267.53,0,0,0,"EMF684/A15LT",60914,17556,0,?,26/04/24,79117,-2146826246,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545304","INTERGARD 410 EMH051/20L/KCE","GREY PART A","EA","","FINI","AS","KOR","","",3150,46714.47,0,151.22,87882.34,0,0,0,"EMH051/20LT/E",72401,78553,0,?,26/06/10,151780,142842,"KA","S",1,"LT",16,540,"","","","",0,0,0,0,""
"000000000005545305","INTERGARD 410 EMH051/A20L/KCE","GREY","EA","","SET","AS","KOR","","",4180,56006.47,0,151.22,88607.45,0,0,0,"EMH051/A20LT/E",82065,79781,0,?,26/05/07,162805,?,"KA","S",1,"LT",20,0,"","","","",0,0,0,0,""
"000000000005545306","INTERGARD 410 EMH685/15L/KC","GREY PART A","EA","","FINI","AS","KOR","","",1710,26035.19,0,60.9,65911.75,0,0,0,"EMH685/15LT",46566,55224,0,?,26/06/10,102378,95628,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545307","INTERGARD 410 EMH685/A15L/KC","GREY","EA","","SET","AS","KOR","","",2690,33004.18,0,60.9,66480.88,0,0,0,"EMH685/A15LT",54034,56161,0,?,26/05/07,110883,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545308","INTERGARD 410 EMI605/18L/J/KC","RAL9005 JET BLACK PART A","EA","","FINI","AS","KOR","","",1710,30929.84,0,27.3,73132.13,0,0,0,"EMI605/15LT",43357,63908,0,?,26/06/10,107878,101256,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545309","INTERGARD 410 EMI605/A18L/J/KC","RAL9005 JET BLACK","EA","","SET","AS","KOR","","",2690,37898.83,0,27.3,73701.26,0,0,0,"EMI605/A15LT",50953,64845,0,?,26/05/07,116511,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545310","INTERGARD 410 EMK363/15L/KC","RAL6021 PALE GREEN PT A","EA","","FINI","AS","KOR","","",1710,32520.66,0,62.25,65911.75,0,0,0,"EMK363/15LT",48532,56427,0,?,26/06/10,105553,98354,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545311","INTERGARD 410 EMK363/18L/J/KC","RAL6021 PALE GREEN PT A","EA","","FINI","AS","KOR","","",1810,32520.66,0,62.25,65911.75,0,0,0,"EMK363/18LT/J",48711,56427,0,?,26/06/10,105732,98533,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545312","INTERGARD 410 EMK363/A15L/KC","RAL6021 PALE GREEN","EA","","SET","AS","KOR","","",2690,39489.66,0,62.25,66480.88,0,0,0,"EMK363/A15LT",55551,57364,0,?,26/05/07,113609,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545313","INTERGARD 410 EMK363/A18L/J/KC","RAL6021 PALE GREEN","EA","","SET","AS","KOR","","",2660,39489.66,0,62.25,66480.88,0,0,0,"EMK363/A18LT/J",55547,57365,0,?,26/05/07,113606,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545314","INTERGARD 410 EMK724/15L/KC","STORM GREY PART A","EA","","FINI","AS","KOR","","",1710,32574.08,0,94.6,65911.75,0,0,0,"EMK724/15LT",57178,58998,0,?,26/06/10,116825,109213,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545315","INTERGARD 410 EMK724/A15L/KC","STORM GREY","EA","","SET","AS","KOR","","",2690,39543.07,0,94.6,66480.88,0,0,0,"EMK724/A15LT",63784,59935,0,?,26/05/07,124468,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545316","INTERGARD 410 EML274/A20L/KC","RED","EA","","SET","AS","KOR","","",0,0,0,0,0,0,0,0,"EML274/A20LT",0,0,0,?,26/04/24,0,0,"","",0,"EA",1,?,"","","","",0,0,0,0,""
"000000000005545317","INTERGARD 410 EML549/15L/KC","SIGNAL GREEN PART A","EA","","FINI","AS","KOR","","",1710,28879.42,0,23.48,65911.75,0,0,0,"EML549/15LT",49464,55819,0,?,26/06/10,105880,98094,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545318","INTERGARD 410 EML549/5L/KC","SIGNAL GREEN PART A","EA","","FINI","AS","KOR","","",1500,9626.47,0,7.83,22125.33,0,0,0,"EML549/5LT",17778,18766,0,?,26/06/10,36743,34155,"KA","S",1,"LT",4,540,"","","","",0,0,0,0,""
"000000000005545319","INTERGARD 410 EML549/A15L/KC","SIGNAL GREEN","EA","","SET","AS","KOR","","",2690,35515.65,0,23.48,66389.84,0,0,0,"EML549/A15LT",36002,55819,0,?,26/04/24,92418,-2146826246,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545320","INTERGARD 410 EML549/A5L/KC","SIGNAL GREEN","EA","","SET","AS","KOR","","",2130,11949.47,0,7.83,22452.59,0,0,0,"EML549/A5LT",20360,19265,0,?,26/05/07,39857,?,"KA","S",1,"LT",5,0,"","","","",0,0,0,0,""
"000000000005545321","INTERGARD 410 EML685/15L/KC","GREY PART A","EA","","FINI","AS","KOR","","",1710,29879.06,0,54.26,65911.75,0,0,0,"EML685/15LT",51862,58998,0,?,26/06/10,111575,103889,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545322","INTERGARD 410 EML685/A15L/KC","GREY","EA","","SET","AS","KOR","","",2690,36848.05,0,54.26,66480.88,0,0,0,"EML685/A15LT",58394,59935,0,?,26/05/07,119144,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545323","INTERGARD 410 EMM051/15L/KC","RAL7004 SIGNAL GREY PT A","EA","","FINI","AS","KOR","","",1710,26032.78,0,45.97,65911.75,0,0,0,"EMM051/15LT",46773,58747,0,?,26/06/10,106148,99375,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545324","INTERGARD 410 EMM051/18L/J/KC","RAL7004 SIGNAL GREY PT A","EA","","FINI","AS","KOR","","",1810,26032.78,0,45.97,65911.75,0,0,0,"EMM051/18LT/J",46952,58747,0,?,26/06/10,106327,99554,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545325","INTERGARD 410 EMM051/20L/KCE","RAL7004 SIGNAL GREY PT A","EA","","FINI","AS","KOR","","",3150,34710.37,0,61.29,87882.34,0,0,0,"EMM051/20LT/E",63777,78330,0,?,26/06/10,142945,133916,"KA","S",1,"LT",16,540,"","","","",0,0,0,0,""
"000000000005545326","INTERGARD 410 EMM051/A15L/KC","RAL7004 SIGNAL GREY","EA","","SET","AS","KOR","","",2690,33001.77,0,45.97,66480.88,0,0,0,"EMM051/A15LT",54218,59684,0,?,26/05/07,114630,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545327","INTERGARD 410 EMM051/A18L/J/KC","RAL7004 SIGNAL GREY","EA","","SET","AS","KOR","","",2660,33001.77,0,45.97,66480.88,0,0,0,"EMM051/A18LT/J",54214,59685,0,?,26/05/07,114627,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545328","INTERGARD 410 EMM051/A20L/KCE","RAL7004 SIGNAL GREY","EA","","SET","AS","KOR","","",4180,44002.37,0,61.29,88607.45,0,0,0,"EMM051/A20LT/E",73350,79558,0,?,26/05/07,153879,?,"KA","S",1,"LT",20,0,"","","","",0,0,0,0,""
"000000000005545329","INTERGARD 410 EMM785/15L/KC","RAL7031 BLUE GREY PT A","EA","","FINI","AS","KOR","","",1710,33995.8,0,78.64,65911.75,0,0,0,"EMM785/15LT",50522,56350,0,?,26/06/10,107465,100034,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545330","INTERGARD 410 EMM785/A15L/KC","RAL7031 BLUE GREY","EA","","SET","AS","KOR","","",2690,40964.8,0,78.64,66480.88,0,0,0,"EMM785/A15LT",57309,57287,0,?,26/05/07,115289,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545331","INTERGARD 410 EMP12H/15L/KC","BLUE PART A","EA","","FINI","AS","KOR","","",1710,28680.77,0,34.36,90891.05,0,0,0,"EMP12H/15LT",48089,55520,0,?,26/06/10,104203,97618,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545332","INTERGARD 410 EMP12H/A15L/KC","BLUE","EA","","SET","AS","KOR","","",2690,35649.77,0,34.36,91460.18,0,0,0,"EMP12H/A15LT",55722,56457,0,?,26/05/07,112873,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545333","INTERGARD 410 EMQ808/15L/KC","RAL7015 SLATE GREY PT A","EA","","FINI","AS","KOR","","",1710,35927.32,0,65.81,65911.75,0,0,0,"EMQ808/15LT",52235,55594,0,?,26/06/10,108414,100580,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545334","INTERGARD 410 EMQ808/A15L/KC","RAL7015 SLATE GREY","EA","","SET","AS","KOR","","",2690,42896.32,0,65.81,66480.88,0,0,0,"EMQ808/A15LT",58619,56531,0,?,26/05/07,115835,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545335","INTERGARD 410 EMS095/15L/KC","RAL1018 YELLOW PART A","EA","","FINI","AS","KOR","","",1710,50846.5,0,45.26,135725.42,0,0,0,"EMS095/15LT",74521,68756,0,?,26/06/10,143883,137224,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545336","INTERGARD 410 EMS095/A15L/KC","RAL1018 YELLOW","EA","","SET","AS","KOR","","",2690,57815.5,0,45.26,136294.54,0,0,0,"EMS095/A15LT",82080,69693,0,?,26/05/07,152479,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545337","INTERGARD 410 EMV745/15L/KC","DARK GREY PART A","EA","","FINI","AS","KOR","","",1710,36819.83,0,375.17,15098.6,0,0,0,"EMV745/15LT",48532,55520,0,?,26/06/10,104663,96877,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545338","INTERGARD 410 EMV745/A15L/KC","DARK GREY","EA","","SET","AS","KOR","","",2690,43788.82,0,375.17,15667.73,0,0,0,"EMV745/A15LT",54964,56457,0,?,26/05/07,112132,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545339","INTERGARD 410 EMX58F/18L/J/KC","RAL2000 YELLOW ORANGE PA","EA","","FINI","AS","KOR","","",1810,82265.54,0,21.67,82198.35,0,0,0,"EMX58F/18LT/J",131634,69521,0,?,26/06/10,201790,195026,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545340","INTERGARD 410 EMX58F/A18L/J/KC","RAL2000 YELLOW ORANGE","EA","","SET","AS","KOR","","",2660,89234.54,0,21.67,82767.48,0,0,0,"EMX58F/A18LT/J",148526,70459,0,?,26/06/10,219720,210099,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545341","INTERGARD 410 EMX67H/15L/KC","RAL7047 TELEGREY PT A","EA","","FINI","AS","KOR","","",1710,36681.34,0,127.25,19359.56,0,0,0,"EMX67H/15LT",53465,29553,0,?,26/06/10,83621,76919,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545342","INTERGARD 410 EMX67H/20L/KCE","RAL7047 TELEGREY PT A","EA","","FINI","AS","KOR","","",3150,48908.45,0,169.67,25812.75,0,0,0,"EMX67H/20LT/E",72701,39405,0,?,26/06/10,112910,103972,"KA","S",1,"LT",16,540,"","","","",0,0,0,0,""
"000000000005545343","INTERGARD 410 EMX67H/A15L/KC","RAL7047 TELEGREY","EA","","SET","AS","KOR","","",2690,43650.33,0,127.25,19928.69,0,0,0,"EMX67H/A15LT",60981,30490,0,?,26/05/07,92174,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545344","INTERGARD 410 EMX67H/A20L/KCE","RAL7047 TELEGREY","EA","","SET","AS","KOR","","",4180,58200.45,0,169.67,26537.86,0,0,0,"EMX67H/A20LT/E",82365,40633,0,?,26/05/07,123935,?,"KA","S",1,"LT",20,0,"","","","",0,0,0,0,""
"000000000005545345","INTERGARD 410 EMY999/15L/KC","BLACK PART A","EA","","FINI","AS","KOR","","",1710,25972.03,0,22.96,55054.06,0,0,0,"EMY999/15LT",43274,47418,0,?,26/06/10,91304,84690,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545346","INTERGARD 410 EMY999/A15L/KC","BLACK","EA","","SET","AS","KOR","","",2690,32941.02,0,22.96,55623.19,0,0,0,"EMY999/A15LT",50878,48355,0,?,26/05/07,99945,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545347","INTERGARD 410 EMY999/A20L/KC","BLACK","EA","","SET","AS","KOR","","",0,0,0,0,0,0,0,0,"EMY999/A20LT",0,0,0,?,26/04/24,0,0,"","",0,"LT",20,?,"","","","",0,0,0,0,""
"000000000005545348","INTERGARD 410 EMZ028/15L/KC","RAL9003 SIGNAL WHITE PTA","EA","","FINI","AS","KOR","","",1710,37053.12,0,134.93,18902.27,0,0,0,"EMZ028/15LT",50262,47741,0,?,26/06/10,98594,92111,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545349","INTERGARD 410 EMZ028/A15L/KC","RAL9003 SIGNAL WHITE","EA","","SET","AS","KOR","","",2690,44022.11,0,134.93,19471.4,0,0,0,"EMZ028/A15LT",57997,48678,0,?,26/05/07,107366,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545350","INTERGARD 410 EMZ625/15L/KC","RAL7042 TRAFFIC GREY PTA","EA","","FINI","AS","KOR","","",1710,37540.04,0,162.91,19115.69,0,0,0,"EMZ625/15LT",50446,7936,0,?,26/06/10,58966,52595,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545351","INTERGARD 410 EMZ625/18L/J/KC","RAL7042 TRAFFIC GREY PTA","EA","","FINI","AS","KOR","","",1810,37540.04,0,162.91,19115.69,0,0,0,"EMZ625/18LT/J",50625,7936,0,?,26/06/10,59145,52774,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545352","INTERGARD 410 EMZ625/A15L/KC","RAL7042 TRAFFIC GREY","EA","","SET","AS","KOR","","",2690,44509.04,0,162.91,19684.82,0,0,0,"EMZ625/A15LT",67522,8873,0,?,26/06/10,77079,67850,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545353","INTERGARD 410 EMZ625/A18L/J/KC","RAL7042 TRAFFIC GREY","EA","","SET","AS","KOR","","",2660,44509.04,0,162.91,19684.82,0,0,0,"EMZ625/A18LT/J",67517,8874,0,?,26/06/10,77075,67847,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545354","INTERGARD 410 EMZ638/18L/J/KC","GREY PART A","EA","","FINI","AS","KOR","","",1810,26311.98,0,71.19,108733.4,0,0,0,"EMZ638/18LT/J",48458,56814,0,?,26/06/10,105879,99073,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545355","INTERGARD 410 EMZ638/A18L/J/KC","GREY PART A","EA","","SET","AS","KOR","","",2660,33280.98,0,71.19,109302.53,0,0,0,"EMZ638/A18LT/J",55687,57752,0,?,26/05/07,114146,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545356","INTERGARD 410 EMZ651/15L/KC","RAL7040 WINDOW GREY PT A","EA","","FINI","AS","KOR","","",1710,30028.47,0,93.5,65911.75,0,0,0,"EMZ651/15LT",53722,57049,0,?,26/06/10,111399,104180,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545357","INTERGARD 410 EMZ651/A15L/KC","RAL7040 WINDOW GREY","EA","","SET","AS","KOR","","",2690,36997.47,0,93.5,66480.88,0,0,0,"EMZ651/A15LT",60721,57986,0,?,26/05/07,119435,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545358","INTERGARD 410 EMZ912/15L/KC","RAL7038 AGATE GREY PT A","EA","","FINI","AS","KOR","","",1710,27827.54,0,89.42,68588.11,0,0,0,"EMZ912/15LT",51271,57285,0,?,26/06/10,109153,102335,"KA","S",1,"LT",12,540,"","","","",0,0,0,0,""
"000000000005545359","INTERGARD 410 RAL7038 AGATE GREY EMZ912/","RAL7038 AGATE GREY","EA","","SET","AS","KOR","","",2690,34796.54,0,89.42,69157.23,0,0,0,"EMZ912/A15LT",58671,58222,0,?,26/05/07,117590,?,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545569","INTERSHIELD 300 ENA300/15L/KCE","BRONZE PART A","EA","","FINI","AS","KOR","","",1710,27010.37,0,3.35,2356.74,0,0,0,"ENA300/15LT/E",47619,3570,0,?,26/06/10,51698,43728,"KA","S",1,"LT",10.71,365,"","","","",0,0,0,0,""
"000000000005545570","INTERSHIELD 300 ENA300/18L/J/KC","BRONZE PART A","EA","","FINI","AS","KOR","","",1810,27010.37,0,3.35,2356.74,0,0,0,"ENA300/18LT/J",47798,3567,0,?,26/06/10,51874,43904,"KA","S",1,"LT",10.71,365,"","","","",0,0,0,0,""
"000000000005545572","INTERSHIELD 300 ENA300/20L/KCE","BRONZE PART A","EA","","FINI","AS","KOR","","",3150,36013.83,0,4.47,3142.32,0,0,0,"ENA300/20LT/E",64906,4763,0,?,26/06/10,70348,59721,"KA","S",1,"LT",14.28,365,"","","","",0,0,0,0,""
"000000000005545573","INTERSHIELD 300 ENA300/211ML/MH/KC","BRONZE PART A","EA","","FINI","AS","KOR","","",0,2765,0,0,0,0,0,0,"ENA300/211ML/MH",2765,0,0,?,26/04/24,2765,2765,"KA","S",1,"LT",.21,?,"","","","",0,0,0,0,""
"000000000005545574","INTERSHIELD 300 ENA300/45L/B/KC","BRONZE PART A","EA","","FINI","AS","KOR","","",10100,82396.1,0,10.03,8037.12,0,0,0,"ENA300/45LT/B",152507,8097,0,?,26/06/10,162182,136977,"KA","S",1,"LT",33.75,365,"","","","",0,0,0,0,""
"000000000005545575","INTERSHIELD 300 ENA300/4L/T/KC","BRONZE PART A","EA","","FINI","AS","KOR","","",1500,7423.38,0,.9,998.07,0,0,0,"ENA300/4LT/T",14022,853,0,?,26/06/10,15012,12893,"KA","S",1,"LT",2.85,365,"","","","",0,0,0,0,""
"000000000005545576","INTERSHIELD 300 ENA300/75L/B/KC","BRONZE PART A","EA","","FINI","AS","KOR","","",13700,137326.83,0,16.72,12228.08,0,0,0,"ENA300/75LT/B",249175,12801,0,?,26/06/10,264606,222597,"KA","S",1,"LT",56.25,365,"","","","",0,0,0,0,""
"000000000005545577","INTERSHIELD 300 ENA300/A15L/KC","BRONZE","EA","","SET","AS","KOR","","",2740,33287.8,0,3.35,3009.88,0,0,0,"ENA300/A15LT",64138,4141,0,?,26/06/10,68931,56612,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545578","INTERSHIELD 300 ENA300/A15L/KCE","BRONZE","EA","","SET","AS","KOR","","",2740,33287.8,0,3.35,3009.88,0,0,0,"ENA300/A15LT/E",64138,4144,0,?,26/06/10,68934,56615,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545580","INTERSHIELD 300 ENA300/A17.5L/KC","BRONZE","EA","","SET","AS","KOR","","",0,0,0,0,0,0,0,0,"ENA300/A17.5LT",0,0,0,?,26/04/24,0,0,"","",0,"LT",17.5,?,"","","","",0,0,0,0,""
"000000000005545581","INTERSHIELD 300 ENA300/A18L/J/KC","BRONZE","EA","","SET","AS","KOR","","",2840,33287.8,0,3.35,2921.13,0,0,0,"ENA300/A18LT/J",64317,4014,0,?,26/06/10,68983,56664,"KA","S",1,"LT",15,0,"","","","",0,0,0,0,""
"000000000005545582","INTERSHIELD 300 ENA300/A20L/KC","BRONZE","EA","","SET","AS","KOR","","",0,0,0,0,0,0,0,0,"ENA300/A20LT",0,0,0,?,26/04/24,0,0,"","",0,"LT",17.5,?,"","","","",0,0,0,0,""
"000000000005545583","INTERSHIELD 300 ENA300/A20L/KCE","BRONZE","EA","","SET","AS","KOR","","",4850,44383.73,0,4.47,3976.48,0,0,0,"ENA300/A20LT/E",87330,5425,0,?,26/06/10,93624,77203,"KA","S",1,"LT",20,0,"","","","",0,0,0,0,""
"000000000005545584","INTERSHIELD 300 ENA300/A45L/B/KC","BRONZE","EA","","SET","AS","KOR","","",11810,99971.62,0,10.03,9386.38,0,0,0,"ENA300/A45LT/B",160056,8812,0,?,26/05/07,170825,?,"KA","S",1,"LT",45,0,"","","","",0,0,0,0,""
"000000000005545585","INTERSHIELD 300 ENA300/A4L/T/KC","BRONZE","EA","","SET","AS","KOR","","",2350,9113.19,0,.9,1374.73,0,0,0,"ENA300/A4LT/T",15989,1002,0,?,26/05/07,17166,?,"KA","S",1,"LT",4,0,"","","","",0,0,0,0,""
"000000000005545586","INTERSHIELD 300 ENA300/A5GL/KC","BRONZE","EA","","SET","AS","KOR","","",0,0,0,0,0,0,0,0,"ENA300/A5GL",0,0,0,?,26/04/24,0,0,"","",0,"GL",3.5,?,"","","","",0,0,0,0,""
"000000000005545588","INTERSHIELD 300 ENA300/A75L/B/KC","BRONZE","EA","","SET","AS","KOR","","",15550,166619.37,0,16.72,14356.49,0,0,0,"ENA300/A75LT/B",184172,12801,0,?,26/04/24,199603,-2146826246,"KA","S",1,"LT",75,0,"","","","",0,0,0,0,""
"000000000005545589","INTERSHIELD 300 ENA301/15L/KCE","ALUMINIUM PART A","EA","","FINI","AS","KOR","","",1710,26733.11,0,0,2463.76,0,0,0,"ENA301/15LT/E",47293,3607,0,?,26/06/10,51406,43331,"KA","S",1,"LT",10.71,365,"","","","",0,0,0,0,""
"000000000005545590","INTERSHIELD 300 ENA301/18L/J/KC","ALUMINIUM PART A","EA","","FINI","AS","KOR","","",1810,26733.11,0,0,2463.76,0,0,0,"ENA301/18LT/J",47293,3603,0,?,26/06/10,51402,43327,"KA","S",1,"LT",10.71,365,"","","","",0,0,0,0,""
"000000000005545592","INTERSHIELD 300 ENA301/20L/KCE","ALUMINIUM PART A","EA","","FINI","AS","KOR","","",3150,35644.15,0,0,3285.01,0,0,0,"ENA301/20LT/E",64471,4811,0,?,26/06/10,69957,59191,"KA","S",1,"LT",14.28,365,"","","","",0,0,0,0,""
"000000000005545593","INTERSHIELD 300 ENA301/211ML/MH/KC","ALUMINIUM PART A","EA","","FINI","AS","KOR","","",0,2765,0,0,0,0,0,0,"ENA301/211ML/MH",2727,0,0,?,26/04/24,2727,2727,"KA","S",1,"LT",.21,?,"","","","",0,0,0,0,""
"000000000005545594","INTERSHIELD 300 ENA301/45L/B/KC","ALUMINIUM PART A","EA","","FINI","AS","KOR","","",10100,79510.51,0,0,8334.15,0,0,0,"ENA301/45LT/B",147987,8088,0,?,26/06/10,157651,132706,"KA","S",1,"LT",33.75,365,"","","","",0,0,0,0,""
