"pt2_part","pt2_desc1","pt2_desc2","pt2_um","pt2_prod_line","pt2_part_type","pt2_status","pt2_domain","pt2_bulk","pt2_blk_enduse","pt2_macost","pt2_rmcost","pt2_rdcost","pt2_ohcost","pt2_ovcost","pt2_sucost","pt2_lbcost","pt2__dec01","pt2_mfg_part","pt2_cst_mat","pt2_cst_ovh","pt2_cst_oth","pt2_created","pt2_updated","pt2_cst_tot","pt2_cst_VMM","pt2_sta","pt2_pr","pt2_lot_size","pt2_alt_um1","pt2_conv1","pt2_shelf","pt2_char#1","pt2_char#2","pt2_char#3","pt2_char#4","pt2_deci#1","pt2_deci#2","pt2_deci#3","pt2_deci#4","pt2_color_code"
"#","GTA205/160KG INTERNATIONAL THINNER","","EA","","TRAD","","KOR","","",0,0,0,0,0,0,0,0,"",0,0,0,20/03/05,20/04/03,0,0,"","",0,"",0,0,"","","","",0,0,0,0,""
"#6000/18LT","DPI","EPOXY PUTTY","EA","6102","MECH","AS","KOR","#6000","",0,60000,0,0,0,0,0,0,"",0,0,0,?,?,0,0,"","",0,"LT",18,0,"","","","",0,0,0,0,""
"000000000000125130","PT1665 25KG TiONA 826","","KG","","RAW","AR","KOR","","",0,3267,0,33,0,0,0,0,"PT1665",3300000,0,0,?,26/06/10,3300000,3300000,"KA","S",1000,"L",1,60,"","","","",0,0,0,0,""
"000000000000127140","AD1392 200KG ETERKYD TT0700-A0 55%","","KG","","RAW","AR","KOR","","",0,1904,124,58,0,0,0,0,"AD1392",2086000,0,0,?,26/06/10,2086000,2086000,"KA","S",1000,"L",1.03,365,"","","","",0,0,0,0,""
"000000000000127151","BH1103 25KG HIKOTACK P-90","","KG","","RAW","AR","KOR","","",0,2142,0,0,0,0,0,0,"BH1103",1982231,0,0,?,26/06/10,1982231,1982231,"KA","S",1000,"L",.97,730,"","","","",0,0,0,0,""
"000000000000127159","CA0040 200KG FILMER IBT(TEXANOL)","","KG","","RAW","AR","KOR","","",0,2500,0,0,0,0,0,0,"CA0040",2500000,0,0,?,26/06/10,2500000,2500000,"KA","S",1000,"L",1.05,36,"","","","",0,0,0,0,""
"000000000000127160","CA0041 210KG BENZYL ALCOHOL","","KG","","RAW","AR","KOR","","",0,2900,0,0,0,0,0,0,"CA0041",2900000,0,0,?,26/06/10,2900000,2900000,"KA","S",1000,"L",1,36,"","","","",0,0,0,0,""
"000000000000127167","CE0003 180KG N-BUTYL ACETATE","","EA","","","","KOR","","",0,0,0,0,0,0,0,0,"",1000,0,0,26/02/11,26/02/11,1000,1000,"KA","S",1000,"",0,0,"","","","",0,0,0,0,""
"000000000000127170","CE0115 190KG BUTOXYL","","KG","","RAW","AR","KOR","","",0,8400,0,0,0,0,0,0,"CE0115",8400000,0,0,?,26/06/10,8400000,8400000,"KA","S",1000,"L",1.05,730,"","","","",0,0,0,0,""
"000000000000127179","CK0014 190KG CYCLOHEXANONE","","KG","","RAW","AR","KOR","","",0,2000,0,0,0,0,0,0,"CK0014",2000000,0,0,?,26/06/10,2000000,2000000,"KA","S",1000,"L",1.11,36,"","","","",0,0,0,0,""
"000000000000127182","CK0032 190KG ISOPHORONE","","EA","","","","KOR","","",0,0,0,0,0,0,0,0,"",1000,0,0,26/02/11,26/02/11,1000,1000,"KA","S",1000,"",0,0,"","","","",0,0,0,0,""
"000000000000127183","CK0035 163.2KG METHYL ISO-AMYL KETONE","","KG","","RAW","AR","KOR","","",0,4600,0,0,0,0,0,0,"CK0035",4600000,0,0,?,26/06/10,4600000,4600000,"KA","S",1000,"L",1.23,730,"","","","",0,0,0,0,""
"000000000000127188","CP2004 200KG FORALYN 5020-F","","KG","","RAW","AR","KOR","","",0,13400,0,0,0,0,0,0,"CP2004",13400000,0,0,?,26/06/10,13400000,13400000,"KA","S",1000,"L",.98,365,"","","","",0,0,0,0,""
"000000000000127191","CP2131 243KG PHOSFLEX 31L","","KG","","RAW","AR","KOR","","",0,5415,0,82,0,0,0,0,"CP2131",5497000,0,0,?,26/06/10,5497000,5497000,"KA","S",1000,"L",.86,24,"","","","",0,0,0,0,""
"000000000000127193","CP3001 260KG CERECLOR 48","","KG","","RAW","AR","KOR","","",0,2356,154,59,0,0,0,0,"CP3001",2455791,0,0,?,26/06/10,2455791,2455791,"KA","S",1000,"L",.8,730,"","","","",0,0,0,0,""
"000000000000127196","CP3109 25KG CHLOREZ 700","","KG","","RAW","AR","KOR","","",0,3800,0,0,0,0,0,0,"CP3109",3800000,0,0,?,26/06/10,3800000,3800000,"KA","S",1000,"L",.66,24,"","","","",0,0,0,0,""
"000000000000127202","EN0006 25KG BAYFERROX BLACK 318 M","","KG","","RAW","AR","KOR","","",0,1529,0,46,0,0,0,0,"EN0006",1575000,0,0,?,26/06/10,1575000,1575000,"KA","S",1000,"L",1,3600,"","","","",0,0,0,0,""
"000000000000127206","ER0016 25KG BAYFERROX 130BM","","KG","","RAW","AR","KOR","","",0,1836,0,56,0,0,0,0,"ER0016",2177600,0,0,?,26/06/10,2177600,2177600,"KA","S",1000,"L",1,730,"","","","",0,0,0,0,""
"000000000000127209","ER0047 25KG MICRONOX RO1","","KG","","RAW","AR","KOR","","",0,990,0,0,0,0,0,0,"ER0047",990000,0,0,?,26/06/10,990000,990000,"KA","S",1000,"L",.23,60,"","","","",0,0,0,0,""
"000000000000127210","ER0127 25KG IRON OXIDE RED S190","","KG","","RAW","AR","KOR","","",0,1590,0,0,0,0,0,0,"ER0127",1590000,0,0,?,26/06/10,1590000,1590000,"KA","S",1000,"L",.21,60,"","","","",0,0,0,0,""
"000000000000127216","ER1142 25KG BAYFERROX 222 FM","","KG","","RAW","AR","KOR","","",0,2500,0,0,0,0,0,0,"ER1142",2500000,0,0,?,26/06/10,2500000,2500000,"KA","S",1000,"L",.2,60,"","","","",0,0,0,0,""
"000000000000127220","EY0017 20KG BAYFERROX 3920","","KG","","RAW","AR","KOR","","",0,2480,0,0,0,0,0,0,"EY0017",2480000,0,0,?,26/06/10,2480000,2480000,"KA","S",1000,"L",.24,1825,"","","","",0,0,0,0,""
"000000000000127226","FA0015 10KG AEROSIL 200","","KG","","RAW","AR","KOR","","",0,5474,0,274,0,0,0,0,"FA0015",5748000,0,0,?,26/06/10,5748000,5748000,"KA","S",1000,"L",1,730,"","","","",0,0,0,0,""
"000000000000127227","FA0063 10KG ACEMATT TS100","","KG","","RAW","AR","KOR","","",0,19500,0,0,0,0,0,0,"FA0063",16347106,0,0,?,26/06/10,16347106,16347106,"KA","S",1000,"L",1,36,"","","","",0,0,0,0,""
"000000000000127228","FA0064 10KG AEROSIL R972","","KG","","RAW","AR","KOR","","",0,15000,0,0,0,0,0,0,"FA0064",15000000,0,0,?,26/06/10,15000000,15000000,"KA","S",1000,"L",1,730,"","","","",0,0,0,0,""
"000000000000127233","FA0222 10KG CAB-O-SIL TS720","","KG","","RAW","AR","KOR","","",0,12350,0,0,0,0,0,0,"FA0222",12350000,0,0,?,26/06/10,12350000,12350000,"KA","S",1000,"L",.45,36,"","","","",0,0,0,0,""
"000000000000127238","FA1123 10kg AEROSIL R202","","KG","","RAW","AR","KOR","","",0,12570,0,0,0,0,0,0,"FA1123",11937210,0,0,?,26/06/10,11937210,11937210,"KA","S",1000,"L",.45,36,"","","","",0,0,0,0,""
"000000000000127239","FA1193 10KG WACKER HDK-N20","","KG","","RAW","AR","KOR","","",0,5474,0,274,0,0,0,0,"FA1193",5748000,0,0,?,26/06/10,5748000,5748000,"KA","S",1000,"L",.45,36,"","","","",0,0,0,0,""
"000000000000127244","FB0098 25KG BLANC FIXE MICRO","","KG","","RAW","AR","KOR","","",0,3000,0,0,0,0,0,0,"FB0098",3000000,0,0,?,26/06/10,3000000,3000000,"KA","S",1000,"L",1,36,"","","","",0,0,0,0,""
"000000000000127245","FB0233 25 KG AIRWHITE AW15/PORTARYTE B15","","KG","","RAW","AR","KOR","","",0,471,10,76,0,0,0,0,"FB0233",495691,0,0,?,26/06/10,495691,495691,"KA","S",1000,"L",.24,1095,"","","","",0,0,0,0,""
"000000000000127250","FB1839 25KG PORTARYTE D15","","KG","","RAW","AR","KOR","","",0,730,0,0,0,0,0,0,"FB1839",730000,0,0,?,26/06/10,730000,730000,"KA","S",1000,"L",0,36,"","","","",0,0,0,0,""
"000000000000127266","FG0012 25KG BENTONE 34","","KG","","RAW","AR","KOR","","",0,3630,0,0,0,0,0,0,"FG0012",3630000,0,0,?,26/06/10,3630000,3630000,"KA","S",1000,"L",.59,1095,"","","","",0,0,0,0,""
"000000000000127267","FG0018 25KG BENTONE 27","","KG","","RAW","AR","KOR","","",0,7230,0,0,0,0,0,0,"FG0018",7230000,0,0,?,26/06/10,7230000,7230000,"KA","S",1000,"L",.56,1460,"","","","",0,0,0,0,""
"000000000000127268","FG0022 25KG BENTONE 38","","KG","","RAW","AR","KOR","","",0,7030,0,0,0,0,0,0,"FG0022",7030000,0,0,?,26/06/10,7030000,7030000,"KA","S",1000,"L",1,1095,"","","","",0,0,0,0,""
"000000000000127269","FG0113 20KG BENTONE SD-1","","KG","","RAW","AR","KOR","","",0,5700,0,0,0,0,0,0,"FG0113",5700000,0,0,?,26/06/10,5700000,5700000,"KA","S",1000,"L",.68,730,"","","","",0,0,0,0,""
"000000000000127270","FG0117 10KG BENTONE SD-2","","KG","","RAW","AR","KOR","","",0,8150,0,0,0,0,0,0,"FG0117",8150000,0,0,?,26/06/10,8150000,8150000,"KA","S",1000,"L",.62,1456,"","","","",0,0,0,0,""
"000000000000127271","FG0231 25KG TIXOGEL MP","","KG","","RAW","AR","KOR","","",0,3963,0,80,0,0,0,0,"FG0231",4043000,0,0,?,26/06/10,4043000,4043000,"KA","S",1000,"L",.58,1825,"","","","",0,0,0,0,""
"000000000000127273","FG0435 25KG HFGEL-120-0","","KG","","RAW","AR","KOR","","",0,2890,0,0,0,0,0,0,"FG0435",2890000,0,0,?,26/06/10,2890000,2890000,"KA","S",1000,"L",.59,730,"","","","",0,0,0,0,""
"000000000000127276","FG0763 25kg BENTONE 54K","","KG","","RAW","AR","KOR","","",0,3520,0,0,0,0,0,0,"FG0763",3520000,0,0,?,26/06/10,3520000,3520000,"KA","S",1000,"L",.59,1460,"","","","",0,0,0,0,""
"000000000000127278","FG1210 20KG TIXOGEL VZ","","KG","","RAW","AR","KOR","","",0,4641,0,93,0,0,0,0,"FG1210",4734000,0,0,?,26/06/10,4734000,4734000,"KA","S",1000,"L",.62,1825,"","","","",0,0,0,0,""
"000000000000127279","FG1253 25KG CLAYTONE 40","","KG","","RAW","AR","KOR","","",0,3511,0,71,0,0,0,0,"FG1253",3582000,0,0,?,26/06/10,3582000,3582000,"KA","S",1000,"L",.63,730,"","","","",0,0,0,0,""
"000000000000127280","FG1284 12.5KG CLAYTONE APA","","KG","","RAW","AR","KOR","","",0,8000,0,0,0,0,0,0,"FG1284",5333333,0,0,?,26/06/10,5333333,5333333,"KA","S",1000,"L",.62,1825,"","","","",0,0,0,0,""
"000000000000127284","FG2124 25KG BENGEL 958","","KG","","RAW","AR","KOR","","",0,3880,0,0,0,0,0,0,"FG2124",3880000,0,0,?,26/06/10,3880000,3880000,"KA","S",1000,"L",.62,1456,"","","","",0,0,0,0,""
"000000000000127287","FQ0236 20KG MICROGLAS GLASS FLAKE RCF160","","KG","","RAW","AR","KOR","","",0,5238,341,158,0,0,0,0,"FQ0236",5737000,0,0,?,26/06/10,5737000,5737000,"KA","S",1000,"L",.4,1095,"","","","",0,0,0,0,""
"000000000000127289","FQ0510 20KG MICROGLAS GLASFLAKE 2300","","KG","","RAW","AR","KOR","","",0,4752,205,143,0,0,0,0,"FQ0510",5100000,0,0,?,26/06/10,5100000,5100000,"KA","S",1000,"L",.4,36,"","","","",0,0,0,0,""
"000000000000127291","FQ0619 25KG SILICON CARBIDE 320W","","KG","","RAW","AR","KOR","","",0,6700,0,0,0,0,0,0,"FQ0619",6700000,0,0,?,26/06/10,6700000,6700000,"KA","S",1000,"L",.33,36,"","","","",0,0,0,0,""
"000000000000127292","FQ0621 25KG ALUMINA CAL A2 -325","","KG","","RAW","AR","KOR","","",0,5117,333,256,0,0,0,0,"FQ0621",5706000,0,0,?,26/06/10,5706000,5706000,"KA","S",1000,"L",.28,1095,"","","","",0,0,0,0,""
"000000000000127297","FQ0927 25KG GLASS FIBRE FILLERFG400/030","FG 400/030","KG","","RAW","AR","KOR","","",0,5141,0,258,0,0,0,0,"FQ0927",5143846,0,0,?,26/06/10,5143846,5143846,"KA","S",1000,"L",.39,36,"","","","",0,0,0,0,""
"000000000000127302","FQ1660 30KG 3M SCOTCHLITE GLASS BUB K25","","KG","","RAW","AR","KOR","","",0,8720,0,0,0,0,0,0,"FQ1660",8720000,0,0,?,26/06/10,8720000,8720000,"KA","S",1000,"L",.25,36,"","","","",0,0,0,0,""
"000000000000127304","FQ1824 25KG PORTALUM B25","","KG","","RAW","AR","KOR","","",0,795,0,0,0,0,0,0,"FQ1824",795000,0,0,?,26/06/10,795000,795000,"KA","S",1000,"L",.26,36,"","","","",0,0,0,0,""
"000000000000127312","FS0297 25kg POLWHITE E","","KG","","RAW","AR","KOR","","",0,849,0,77,0,0,0,0,"FS0297",869675,0,0,?,26/06/10,869675,869675,"KA","S",1000,"L",.39,36,"","","","",0,0,0,0,""
"000000000000127325","FS1592 25KG KAOLIN (ALU SILICATE) F/P","","KG","","RAW","AR","KOR","","",0,850,0,0,0,0,0,0,"FS1592",850000,0,0,?,26/06/10,850000,850000,"KA","S",1000,"L",.4,1825,"","","","",0,0,0,0,""
"000000000000127327","FS1821 25KG MINEX (Nepheline) S10","","KG","","RAW","AR","KOR","","",0,1000,0,0,0,0,0,0,"FS1821",1000000,0,0,?,26/06/10,1000000,1000000,"KA","S",1000,"L",.39,36,"","","","",0,0,0,0,""
"000000000000127333","FT0072 25KG ALSIBRONZ 39 WET GROUND MICA","","KG","","RAW","AR","KOR","","",0,2270,0,0,0,0,0,0,"FT0072",2270000,0,0,?,26/06/10,2270000,2270000,"KA","S",1000,"L",.38,36,"","","","",0,0,0,0,""
"000000000000127334","FT0247 25KG MICAFORT SX300","","KG","","RAW","AR","KOR","","",0,924,0,47,0,0,0,0,"FT0247",971000,0,0,?,26/06/10,971000,971000,"KA","S",1000,"L",.36,36,"","","","",0,0,0,0,""
"000000000000127335","FT0361 25KG MISTROFIL HS40","","KG","","RAW","AR","KOR","","",0,6100,0,0,0,0,0,0,"FT0361",6100000,0,0,?,26/06/10,6100000,6100000,"KA","S",1000,"L",.36,36,"","","","",0,0,0,0,""
"000000000000127336","FT0622 22.68KG 100-K","","KG","","RAW","AR","KOR","","",0,1380,0,0,0,0,0,0,"FT0622",2434716,0,0,?,26/06/10,2434716,2434716,"KA","S",1000,"L",.37,8250,"","","","",0,0,0,0,""
"000000000000127347","FT1888 25KG MISTROFIL HS20","","KG","","RAW","AR","KOR","","",0,1490,0,0,0,0,0,0,"FT1888",1490000,0,0,?,26/06/10,1490000,1490000,"KA","S",1000,"L",.36,36,"","","","",0,0,0,0,""
"000000000000127351","FT2003 25KG CHLORITE POWDER TL-4","","KG","","RAW","AR","KOR","","",0,840,0,0,0,0,0,0,"FT2003",401792,0,0,?,26/06/10,401792,840000,"KA","S",1000,"L",.39,730,"","","","",0,0,0,0,""
"000000000000127356","FX0336 25KG GYPSUM MICROMILLED","","KG","","RAW","AR","KOR","","",0,1326,0,80,0,0,0,0,"FX0336",1406000,0,0,?,26/06/10,1406000,1406000,"KA","S",1000,"L",.43,36,"","","","",0,0,0,0,""
"000000000000127359","FX1492 10KG POLYETHYLENE FIBREFPE 930 T","","KG","","RAW","AR","KOR","","",0,14379,1151,288,0,0,0,0,"FX1492",15818000,0,0,?,26/06/10,15818000,15818000,"KA","S",1000,"L",1.04,36,"","","","",0,0,0,0,""
"000000000000127364","GR0053 25KG GUM ROSIN WW-X","","KG","","RAW","AR","KOR","","",0,1499,98,60,0,0,0,0,"GR0053",1657000,0,0,?,26/06/10,1657000,1657000,"KA","S",1000,"L",.98,365,"","","","",0,0,0,0,""
"000000000000127365","GR0072 200KG NT-RMZ","","KG","","RAW","AR","KOR","","",0,8068,646,323,0,0,0,0,"GR0072",9037000,0,0,?,26/06/10,9037000,9037000,"KA","S",1000,"L",.96,365,"","","","",0,0,0,0,""
"000000000000127372","GX0071 25KG BREMAZIT 3050","","KG","","RAW","AR","KOR","","",0,9200,598,230,0,0,0,0,"GX0071",10028000,0,0,?,26/06/10,10028000,10028000,"KA","S",1000,"L",0,365,"","","","",0,0,0,0,""
"000000000000127373","KA6201 25KG OPTIBOR TP (US BORAX)","","KG","","RAW","AR","KOR","","",0,1950,0,0,0,0,0,0,"KA6201",4113376,0,0,?,26/06/10,4113376,4113376,"KA","S",1000,"L",.25,365,"","","","",0,0,0,0,""
"000000000000127380","KB5556 25KG MELAFINE","","KG","","RAW","AR","KOR","","",0,3427,0,52,0,0,0,0,"KB5556",3479000,0,0,?,26/06/10,3479000,3479000,"KA","S",1000,"L",.67,730,"","","","",0,0,0,0,""
"000000000000127383","KC0043 190KG METHYL ETHYL KETOXIMEEXKIN2","","KG","","RAW","AR","KOR","","",0,3100,0,0,0,0,0,0,"KC0043",3100000,0,0,?,26/06/10,3100000,3100000,"KA","S",1000,"L",1.08,730,"","","","",0,0,0,0,""
"000000000000127403","KC5474 20KG FASCAT 4200","","KG","","RAW","AR","KOR","","",0,68250,0,0,0,0,0,0,"KC5474",68250000,0,0,?,26/06/10,68250000,68250000,"KA","S",1000,"L",.8,730,"","","","",0,0,0,0,""
"000000000000127429","KH0024 180KG LAROMIN C 260","","KG","","RAW","AR","KOR","","",0,13820,0,691,0,0,0,0,"KH0024",14511000,0,0,?,26/06/10,14511000,14511000,"KA","S",1000,"L",1.06,730,"","","","",0,0,0,0,""
"000000000000127432","KH0134 186KG ANCAMIDE 503 CA","","KG","","RAW","AR","KOR","","",0,5938,386,238,0,0,0,0,"KH0134",6562000,0,0,?,26/06/10,6562000,6562000,"KA","S",1000,"L",1.1,730,"","","","",0,0,0,0,""
"000000000000127433","KH0284 200KG ANCAMINE 1618","","KG","","RAW","AR","KOR","","",0,7604,0,381,0,0,0,0,"KH0284",7985000,0,0,?,26/06/10,7985000,7985000,"KA","S",1000,"L",.97,730,"","","","",0,0,0,0,""
"000000000000127434","KH0605 190KG DTA ADDUCT 1062SP","","KG","","RAW","AR","KOR","","",0,5641,0,113,0,0,0,0,"KH0605",5754000,0,0,?,26/06/10,5754000,5754000,"KA","S",1000,"L",1.02,730,"","","","",0,0,0,0,""
"000000000000127437","KH0623 200KG ANCAMINE 1895 CA","","KG","","RAW","AR","KOR","","",0,11329,0,340,0,0,0,0,"KH0623",11669000,0,0,?,26/06/10,11669000,11669000,"KA","S",1000,"L",1.03,730,"","","","",0,0,0,0,""
"000000000000127439","KH0765 200KG ANCAMINE K54 CA","","KG","","RAW","AR","KOR","","",0,2820,0,0,0,0,0,0,"KH0765",2820000,0,0,?,26/06/10,2820000,2820000,"KA","S",1000,"L",1.02,730,"","","","",0,0,0,0,""
"000000000000127440","KH0895 230KG BASONAT HI 100","","KG","","RAW","AR","KOR","","",0,9520,248,143,0,0,0,0,"KH0895",6607333,0,0,?,26/06/10,6607333,6607333,"KA","S",1000,"L",.9,365,"","","","",0,0,0,0,""
"000000000000127441","KH0986 180KG VESTAMIN IPD","","KG","","RAW","AR","KOR","","",0,10500,0,0,0,0,0,0,"KH0986",10500000,0,0,?,26/06/10,10500000,10500000,"KA","S",1000,"L",1.08,365,"","","","",0,0,0,0,""
"000000000000127444","KH1160 195KG JEFFAMINE D230","","KG","","RAW","AR","KOR","","",0,4000,0,0,0,0,0,0,"KH1160",4000000,0,0,?,26/06/10,4000000,4000000,"KA","S",1000,"L",1.05,365,"","","","",0,0,0,0,""
"000000000000127445","KH1216 204KG CARDOLITE NC-541","","KG","","RAW","AR","KOR","","",0,1880,122,47,0,0,0,0,"KH1216",1863186,0,0,?,26/06/10,1863186,1863186,"KA","S",1000,"L",1.06,365,"","","","",0,0,0,0,""
"000000000000127446","KH1264 204KG CARDOLITE NC-540","","KG","","RAW","AR","KOR","","",0,4022,0,81,0,0,0,0,"KH1264",4103000,0,0,?,26/06/10,4103000,4103000,"KA","S",1000,"L",1.06,365,"","","","",0,0,0,0,""
"000000000000127448","KH1518 204KG ANCAMINE 2280 CA","","KG","","RAW","AR","KOR","","",0,8175,0,164,0,0,0,0,"KH1518",8339000,0,0,?,26/06/10,8339000,8339000,"KA","S",1000,"L",.94,730,"","","","",0,0,0,0,""
"000000000000127453","KH3140 220KG CORONATE HXR","","KG","","RAW","AR","KOR","","",0,7259,472,109,0,0,0,0,"KH3140",6897052,0,0,?,26/06/10,6897052,6897052,"KA","S",1000,"L",.9,365,"","","","",0,0,0,0,""
"000000000000127457","KH3490 190KG ANCAMIDE 2050 CA","AIR PRODUCT","KG","","RAW","AR","KOR","","",0,4153,0,125,0,0,0,0,"KH3490",4278000,0,0,?,26/06/10,4278000,4278000,"KA","S",1000,"L",1.03,730,"","","","",0,0,0,0,""
"000000000000127459","KH3596 200KG ANCAMINE TETA CA","","KG","","RAW","AR","KOR","","",0,9437,0,284,0,0,0,0,"KH3596",9721000,0,0,?,26/06/10,9721000,9721000,"KA","S",1000,"L",1.07,605,"","","","",0,0,0,0,""
"000000000000127460","KH3798 200KG EPOXY HARDNER AP 1041","","KG","","RAW","AR","KOR","","",0,1666,0,42,0,0,0,0,"KH3798",1708000,0,0,?,26/06/10,1708000,1708000,"KA","S",1000,"L",1.06,365,"","","","",0,0,0,0,""
"000000000000127464","KH4221 200KG CARDOLITE LITE 3100","","KG","","RAW","AR","KOR","","",0,5450,0,109,0,0,0,0,"KH4221",5559000,0,0,?,26/06/10,5559000,5559000,"KA","S",1000,"L",1.01,365,"","","","",0,0,0,0,""
"000000000000127473","KH5267 204KG CARDOLITE NC-541 LV","","KG","","RAW","AR","KOR","","",0,2523,0,51,0,0,0,0,"KH5267",2574000,0,0,?,26/06/10,2574000,2574000,"KA","S",1000,"L",1.06,270,"","","","",0,0,0,0,""
"000000000000127484","KH6399 192KG ANCAMINE 2264 CA","","KG","","RAW","AR","KOR","","",0,10163,0,204,0,0,0,0,"KH6399",10367000,0,0,?,26/06/10,10367000,10367000,"KA","S",1000,"L",.96,730,"","","","",0,0,0,0,""
"000000000000127486","KH6529 200KG CROSSLINKER GPIF 4012-B","","KG","","RAW","AR","KOR","","",0,15589,328,156,0,0,0,0,"KH6529",15950323,0,0,?,26/06/10,15950323,15950323,"KA","S",1000,"L",.94,365,"","","","",0,0,0,0,""
"000000000000127488","KH6604 200KG ANCAMIDE 2634 CA","","KG","","RAW","AR","KOR","","",0,4201,0,211,0,0,0,0,"KH6604",4583160,0,0,?,26/06/10,4583160,4583160,"KA","S",1000,"L",1.04,730,"","","","",0,0,0,0,""
"000000000000127489","KH6636 200KG ANCAMINE 2519 CA","","KG","","RAW","AR","KOR","","",0,5438,142,164,0,0,0,0,"KH6636",5744000,0,0,?,26/06/10,5744000,5744000,"KA","S",1000,"L",.95,730,"","","","",0,0,0,0,""
"000000000000127491","KH6813 200KG HIESCAT HI-54K","","KG","","RAW","AR","KOR","","",0,2600,0,0,0,0,0,0,"KH6813",2600000,0,0,?,26/06/10,2600000,2600000,"KA","S",1000,"L",1.07,730,"","","","",0,0,0,0,""
"000000000000127493","KH6991 191KG INCA 324-75XB","","EA","","RAW","","KOR","","",0,0,0,0,0,0,0,0,"",3788000,0,0,21/01/28,26/06/10,3788000,3788000,"KA","S",1000,"L",1.08,365,"","","","",0,0,0,0,""
"000000000000127494","KH8011 190KG INCA 300 SOL (ETERNAL)","(ETERNAL)","KG","","RAW","AR","KOR","","",0,1797,0,27,0,0,0,0,"KH8011",1824000,0,0,?,26/06/10,1824000,1824000,"KA","S",1000,"L",1.1,180,"","","","",0,0,0,0,""
"000000000000127497","KH8156 190KG INCA 323 (ETERNAL KUNSHAN)","INCA323(ETERNAL)","KG","","RAW","AR","KOR","","",0,2606,0,105,0,0,0,0,"KH8156",2711000,0,0,?,26/06/10,2711000,2711000,"KA","S",1000,"L",1.09,365,"","","","",0,0,0,0,""
"000000000000127503","KP3131 20KG CHARMOR PM40","","KG","","RAW","AR","KOR","","",0,3142,0,0,0,0,0,0,"KP3131",3142000,0,0,?,26/06/10,3142000,3142000,"KA","S",1000,"L",.75,1095,"","","","",0,0,0,0,""
"000000000000127509","KS0080 170KG DUOMEEN TDO","","KG","","RAW","AR","KOR","","",0,10650,0,0,0,0,0,0,"KS0080",10650000,0,0,?,26/06/10,10650000,10650000,"KA","S",1000,"L",1.16,1095,"","","","",0,0,0,0,""
"000000000000127518","KS0571 215KG SILQUEST A-187 SILANE","","KG","","RAW","AR","KOR","","",0,10000,0,0,0,0,0,0,"KS0571",10000000,0,0,?,26/06/10,10000000,10000000,"KA","S",1000,"L",1.07,1460,"","","","",0,0,0,0,""
"000000000000127521","KS0724 25KG BYK-A 501","","KG","","RAW","AR","KOR","","",0,9050,0,0,0,0,0,0,"KS0724",9050000,0,0,?,26/06/10,9050000,9050000,"KA","S",1000,"L",1.18,1825,"","","","",0,0,0,0,""
"000000000000127524","KS0784 25KG Rheobyk-R 605","","KG","","RAW","AR","KOR","","",0,18330,0,0,0,0,0,0,"KS0784",18330000,0,0,?,26/06/10,18330000,18330000,"KA","S",1000,"L",0,1825,"","","","",0,0,0,0,""
"000000000000127525","KS0887 200KG DC 193C/XIA OFX-0193 FLUID","","KG","","RAW","AR","KOR","","",0,12000,0,0,0,0,0,0,"KS0887",12000000,0,0,?,26/06/10,12000000,12000000,"KA","S",1000,"L",.98,24,"","","","",0,0,0,0,""
"000000000000127526","KS0922 180KG EFKA FA 4644","","KG","","RAW","AR","KOR","","",0,5400,0,0,0,0,0,0,"KS0922",5400000,0,0,?,26/06/10,5400000,5400000,"KA","S",1000,"L",1.06,1095,"","","","",0,0,0,0,""
"000000000000127527","KS0924 25KG DISPERBYK-110 / BYK-DISP110","","KG","","RAW","AR","KOR","","",0,15200,0,0,0,0,0,0,"KS0924",15200000,0,0,?,26/06/10,15200000,15200000,"KA","S",1000,"L",1.02,1095,"","","","",0,0,0,0,""
"000000000000127532","KS1013 185KG ANTI-TERRA-U / BYK-AT-U","","KG","","RAW","AR","KOR","","",0,3620,0,0,0,0,0,0,"KS1013",3398719,0,0,?,26/06/10,3398719,3398719,"KA","S",1000,"L",1.12,1825,"","","","",0,0,0,0,""
"000000000000127535","KS1121 25KG BYK-354","","KG","","RAW","AR","KOR","","",0,9280,0,0,0,0,0,0,"KS1121",9280000,0,0,?,26/06/10,9280000,9280000,"KA","S",1000,"L",1.05,1825,"","","","",0,0,0,0,""
"000000000000127540","KS1324 195KG DISPERBYK-163/BYK-DISP-163","","KG","","RAW","AR","KOR","","",0,8600,0,0,0,0,0,0,"KS1324",7973846,0,0,?,26/06/10,7973846,7973846,"KA","S",1000,"L",1.06,1825,"","","","",0,0,0,0,""
"000000000000127545","KS3014 25KG BYK-080A","","KG","","RAW","AR","KOR","","",0,13470,0,0,0,0,0,0,"KS3014",6735000,0,0,?,26/06/10,6735000,6735000,"KA","S",1000,"L",.92,1825,"","","","",0,0,0,0,""
"000000000000127547","KS3144 20KG BYK-A 530","","KG","","RAW","AR","KOR","","",0,10500,0,0,0,0,0,0,"KS3144",10500000,0,0,?,26/06/10,10500000,10500000,"KA","S",1000,"L",1.3,1825,"","","","",0,0,0,0,""
"000000000000127555","KS5019 20KG BYK-320","","KG","","RAW","AR","KOR","","",0,20610,0,0,0,0,0,0,"KS5019",20610000,0,0,?,26/06/10,20610000,20610000,"KA","S",1000,"L",1.16,1825,"","","","",0,0,0,0,""
